repo_id,type,action,user_type,merged,state,changed_files,deletions,additions,review_comments,author_association
656227652,PullRequestEvent,closed,User,TRUE,closed,21,402,575,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,21,402,575,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,300,785,19235,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,300,785,19235,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,12,36,76,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,12,36,76,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,5,37,32,0,COLLABORATOR
656227652,PullRequestEvent,closed,User,TRUE,closed,5,37,32,0,COLLABORATOR
656227652,PullRequestEvent,closed,User,TRUE,closed,350,941,20304,0,COLLABORATOR
656227652,PullRequestEvent,closed,User,TRUE,closed,350,941,20304,0,COLLABORATOR
656227652,PullRequestEvent,opened,User,FALSE,open,3,45,44,0,NONE
656227652,PullRequestEvent,opened,User,FALSE,open,45,12,2367,0,NONE
656227652,PullRequestEvent,opened,User,FALSE,open,45,12,2367,0,NONE
656227652,PullRequestEvent,opened,User,FALSE,open,45,12,2367,0,NONE
656227652,PullRequestEvent,opened,User,FALSE,open,45,12,2367,0,NONE
656227652,PullRequestEvent,opened,User,FALSE,open,45,12,2367,0,NONE
656227652,PullRequestEvent,opened,User,FALSE,open,45,12,2367,0,NONE
656227652,PullRequestEvent,opened,User,FALSE,open,45,12,2374,0,NONE
656227652,PullRequestEvent,opened,User,FALSE,open,45,12,2374,0,NONE
656227652,PullRequestEvent,closed,User,FALSE,closed,45,12,2374,0,NONE
656227652,PullRequestEvent,closed,User,FALSE,closed,45,12,2374,0,NONE
656227652,PullRequestEvent,closed,User,FALSE,closed,45,12,2374,0,NONE
656227652,PullRequestEvent,closed,User,FALSE,closed,45,12,2374,0,NONE
656227652,PullRequestEvent,closed,User,FALSE,closed,45,12,2374,0,NONE
656227652,PullRequestEvent,closed,User,FALSE,closed,45,12,2374,0,NONE
656227652,PullRequestEvent,closed,User,TRUE,closed,14,45,870,0,NONE
656227652,PullRequestEvent,closed,User,TRUE,closed,14,45,870,0,NONE
656227652,PullRequestEvent,closed,User,TRUE,closed,474,2653,27969,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,474,2653,27969,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,9,393,19,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,9,393,19,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,12,48,620,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,12,48,620,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,18,18,94,0,COLLABORATOR
656227652,PullRequestEvent,closed,User,TRUE,closed,18,18,94,0,COLLABORATOR
656227652,PullRequestEvent,closed,User,TRUE,closed,10,13,21,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,10,13,21,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,43,174,798,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,43,174,798,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,362,5017,22033,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,362,5017,22033,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,1,2,2,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,1,2,2,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,112,813,2803,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,15,54,88,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,15,54,88,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,6,34,54,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,6,34,54,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,3,48,48,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,3,48,48,0,CONTRIBUTOR
656227652,PullRequestEvent,opened,User,FALSE,open,2,1,4,0,CONTRIBUTOR
656227652,PullRequestEvent,opened,User,FALSE,open,2,1,4,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,40,192,779,0,COLLABORATOR
656227652,PullRequestEvent,closed,User,TRUE,closed,40,192,779,0,COLLABORATOR
656227652,PullRequestEvent,closed,User,TRUE,closed,5,9,54,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,5,9,54,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,19,10592,265,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,19,10592,265,0,CONTRIBUTOR
656227652,PullRequestEvent,opened,User,FALSE,open,3,2,212,0,NONE
656227652,PullRequestEvent,opened,User,FALSE,open,3,2,212,0,NONE
656227652,PullRequestEvent,opened,User,FALSE,open,1,1,1,0,NONE
656227652,PullRequestEvent,opened,User,FALSE,open,1,0,2,0,NONE
656227652,PullRequestEvent,opened,User,FALSE,open,1,33,19,0,NONE
656227652,PullRequestEvent,opened,User,FALSE,open,1,33,19,0,NONE
656227652,PullRequestEvent,closed,User,TRUE,closed,22,184,278,0,COLLABORATOR
656227652,PullRequestEvent,closed,User,TRUE,closed,22,184,278,0,COLLABORATOR
656227652,PullRequestEvent,closed,User,TRUE,closed,1,3,4,0,COLLABORATOR
656227652,PullRequestEvent,closed,User,TRUE,closed,1,3,4,0,COLLABORATOR
656227652,PullRequestEvent,closed,User,TRUE,closed,34,148,615,0,COLLABORATOR
656227652,PullRequestEvent,closed,User,TRUE,closed,34,148,615,0,COLLABORATOR
656227652,PullRequestEvent,closed,User,FALSE,closed,1,33,19,0,NONE
656227652,PullRequestEvent,closed,User,FALSE,closed,1,33,19,0,NONE
656227652,PullRequestEvent,closed,User,TRUE,closed,1,1,1,0,COLLABORATOR
656227652,PullRequestEvent,closed,User,TRUE,closed,1,1,1,0,COLLABORATOR
656227652,PullRequestEvent,closed,User,TRUE,closed,1,0,1,0,COLLABORATOR
656227652,PullRequestEvent,closed,User,TRUE,closed,1,0,1,0,COLLABORATOR
656227652,PullRequestEvent,closed,User,TRUE,closed,4,4,9657,0,COLLABORATOR
656227652,PullRequestEvent,closed,User,TRUE,closed,4,4,9657,0,COLLABORATOR
656227652,PullRequestEvent,opened,User,FALSE,open,2,2,2,0,NONE
656227652,PullRequestEvent,opened,User,FALSE,open,5,43,212,0,NONE
656227652,PullRequestEvent,closed,User,TRUE,closed,168,2815,5478,0,COLLABORATOR
656227652,PullRequestEvent,closed,User,TRUE,closed,168,2815,5478,0,COLLABORATOR
656227652,PullRequestEvent,opened,User,FALSE,open,5,2,241,0,NONE
656227652,PullRequestEvent,closed,User,TRUE,closed,106,6809,58,0,COLLABORATOR
656227652,PullRequestEvent,closed,User,TRUE,closed,106,6809,58,0,COLLABORATOR
656227652,PullRequestEvent,closed,User,TRUE,closed,97,496,385,0,COLLABORATOR
656227652,PullRequestEvent,closed,User,TRUE,closed,200,7275,413,0,COLLABORATOR
656227652,PullRequestEvent,closed,User,TRUE,closed,200,7275,413,0,COLLABORATOR
656227652,PullRequestEvent,opened,User,FALSE,open,21,940,361,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,16,119,110,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,16,119,110,0,CONTRIBUTOR
656227652,PullRequestEvent,opened,User,FALSE,open,1,1,1,0,NONE
656227652,PullRequestEvent,opened,User,FALSE,open,1,1,1,0,NONE
656227652,PullRequestEvent,closed,User,TRUE,closed,2,21,21,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,2,21,21,0,CONTRIBUTOR
656227652,PullRequestEvent,opened,User,FALSE,open,1,1,5,0,NONE
656227652,PullRequestEvent,closed,User,TRUE,closed,1,1,1,0,CONTRIBUTOR
656227652,PullRequestEvent,opened,User,FALSE,open,2,0,9800,0,CONTRIBUTOR
656227652,PullRequestEvent,opened,User,FALSE,open,24,28,710,0,COLLABORATOR
656227652,PullRequestEvent,opened,User,FALSE,open,24,28,710,0,COLLABORATOR
656227652,PullRequestEvent,opened,User,FALSE,open,12,76,146,0,COLLABORATOR
656227652,PullRequestEvent,opened,User,FALSE,open,12,76,146,0,COLLABORATOR
656227652,PullRequestEvent,closed,User,TRUE,closed,41,793,292,0,COLLABORATOR
656227652,PullRequestEvent,closed,User,TRUE,closed,41,793,292,0,COLLABORATOR
656227652,PullRequestEvent,opened,User,FALSE,open,1,1,1,0,NONE
656227652,PullRequestEvent,opened,User,FALSE,open,1,1,1,0,NONE
656227652,PullRequestEvent,closed,User,TRUE,closed,21,225,571,0,CONTRIBUTOR
656227652,PullRequestEvent,closed,User,TRUE,closed,5,6,14,0,COLLABORATOR
